開催＃,抽選日,#1,#2,#3,#4,#5,#6
812,2013/11/11,1,12,15,26,34,40
811,2013/11/7,2,6,20,24,31,40
810,2013/11/4,3,31,32,38,39,40
809,2013/10/31,2,11,20,31,32,37
808,2013/10/28,13,18,22,28,41,42
807,2013/10/24,1,6,12,20,22,23
806,2013/10/21,3,16,19,25,39,40
805,2013/10/17,2,14,19,22,24,43
804,2013/10/14,6,20,23,25,31,33
803,2013/10/10,9,29,33,34,35,41
802,2013/10/7,9,13,18,19,25,30
801,2013/10/3,2,18,19,20,25,31
800,2013/9/30,8,12,22,23,25,35
799,2013/9/26,4,6,8,10,19,28
798,2013/9/23,1,3,5,25,39,41
797,2013/9/19,1,4,13,18,23,39
796,2013/9/16,1,7,11,14,22,34
795,2013/9/12,13,19,24,28,33,38
794,2013/9/9,15,22,25,29,34,42
793,2013/9/5,10,13,14,19,26,43
792,2013/9/2,1,7,14,25,37,43
791,2013/8/29,1,10,22,24,34,37
790,2013/8/26,9,13,19,27,34,38
789,2013/8/22,12,17,29,32,38,40
788,2013/8/19,2,8,13,27,31,32
787,2013/8/15,4,5,13,21,33,34
786,2013/8/12,10,11,17,31,35,39
785,2013/8/8,1,9,18,20,24,29
784,2013/8/5,1,9,23,29,37,41
783,2013/8/1,9,14,22,24,25,32
782,2013/7/29,19,21,23,24,27,43
781,2013/7/25,5,6,15,23,40,43
780,2013/7/22,6,7,12,26,39,43
779,2013/7/18,10,13,27,34,36,39
778,2013/7/15,5,11,17,24,35,41
777,2013/7/11,15,16,23,29,37,39
776,2013/7/8,2,8,14,23,28,42
775,2013/7/4,1,2,21,22,37,38
774,2013/7/1,2,4,9,13,16,33
773,2013/6/27,4,7,10,11,12,32
772,2013/6/24,7,11,16,19,20,23
771,2013/6/20,15,21,31,32,33,34
770,2013/6/17,17,19,21,22,36,37
769,2013/6/13,1,2,4,16,17,38
768,2013/6/10,1,8,19,25,32,38
767,2013/6/6,2,6,11,27,29,37
766,2013/6/3,6,10,12,32,37,39
765,2013/5/30,4,14,17,22,26,41
764,2013/5/27,6,7,24,34,42,43
763,2013/5/23,6,8,10,21,39,42
762,2013/5/20,6,8,9,20,24,27
761,2013/5/16,8,10,11,12,20,40
760,2013/5/13,3,4,6,15,32,40
759,2013/5/9,14,22,25,28,37,41
758,2013/5/6,11,19,20,25,38,40
757,2013/5/2,4,10,14,19,35,38
756,2013/4/29,8,10,24,26,27,28
755,2013/4/25,10,16,20,25,29,39
754,2013/4/22,16,27,33,35,39,41
753,2013/4/18,2,4,11,15,20,38
752,2013/4/15,3,5,13,18,22,37
751,2013/4/11,13,16,21,25,31,38
750,2013/4/8,4,6,13,16,18,39
749,2013/4/4,7,8,11,13,23,40
748,2013/4/1,2,14,16,27,28,30
747,2013/3/28,8,19,20,23,24,35
746,2013/3/25,6,9,10,29,31,35
745,2013/3/21,8,12,16,23,33,34
744,2013/3/18,2,5,12,14,30,42
743,2013/3/14,3,4,8,10,14,37
742,2013/3/11,2,12,13,14,22,35
741,2013/3/7,8,11,15,29,36,43
740,2013/3/4,8,9,15,26,37,40
739,2013/2/28,11,13,18,20,28,38
738,2013/2/25,14,21,22,32,33,41
737,2013/2/21,6,10,21,24,27,39
736,2013/2/18,2,14,17,19,38,43
735,2013/2/14,5,12,19,22,32,39
734,2013/2/11,10,19,22,27,29,39
733,2013/2/7,5,13,14,26,37,38
732,2013/2/4,20,33,35,36,37,38
731,2013/1/31,6,7,23,25,38,42
730,2013/1/28,10,15,21,22,33,35
729,2013/1/24,2,10,16,18,27,42
728,2013/1/21,10,15,22,23,38,42
727,2013/1/17,3,24,26,27,39,41
726,2013/1/14,13,21,30,31,37,40
725,2013/1/10,5,6,7,20,31,41
724,2013/1/7,4,9,32,37,38,39
723,2012/12/27,16,27,28,36,39,42
722,2012/12/24,6,11,32,34,35,39
721,2012/12/20,1,14,23,24,27,40
720,2012/12/17,25,26,27,28,35,38
719,2012/12/13,11,14,27,31,34,42
718,2012/12/10,15,20,27,29,33,43
717,2012/12/6,13,14,16,21,29,42
716,2012/12/3,5,7,14,24,25,35
715,2012/11/29,5,10,12,25,28,31
714,2012/11/26,2,14,26,28,29,42
713,2012/11/22,19,20,21,24,25,26
712,2012/11/19,2,5,8,9,14,25
711,2012/11/15,5,11,15,24,34,39
710,2012/11/12,4,5,9,20,33,37
709,2012/11/8,1,11,13,29,37,39
708,2012/11/5,2,13,20,22,25,38
707,2012/11/1,8,15,21,32,40,41
706,2012/10/29,2,8,29,31,34,37
705,2012/10/25,14,15,16,18,20,33
704,2012/10/22,7,10,16,18,19,37
703,2012/10/18,20,24,27,28,38,41
702,2012/10/15,1,20,23,37,38,40
701,2012/10/11,20,22,24,32,36,39
700,2012/10/8,1,8,17,24,33,35
699,2012/10/4,12,13,21,25,29,32
698,2012/10/1,5,20,21,26,30,33
697,2012/9/27,2,12,14,18,40,41
696,2012/9/24,2,10,14,19,36,39
695,2012/9/20,4,7,11,12,13,19
694,2012/9/17,8,23,27,31,38,40
693,2012/9/13,4,14,18,22,32,35
692,2012/9/10,9,10,12,19,21,42
691,2012/9/6,4,7,8,15,16,42
690,2012/9/3,7,8,10,21,34,38
689,2012/8/30,6,8,12,17,24,31
688,2012/8/27,9,12,16,33,34,35
687,2012/8/23,16,20,27,33,40,42
686,2012/8/20,21,24,26,35,37,38
685,2012/8/16,12,23,27,32,39,43
684,2012/8/13,6,7,13,18,27,33
683,2012/8/9,16,24,29,32,35,38
682,2012/8/6,3,5,7,18,19,41
681,2012/8/2,1,11,13,30,37,41
680,2012/7/30,8,9,23,34,38,41
679,2012/7/26,4,5,7,37,41,42
678,2012/7/23,8,24,25,29,32,40
677,2012/7/19,4,11,22,31,32,35
676,2012/7/16,2,8,20,33,38,42
675,2012/7/12,8,10,15,21,24,34
674,2012/7/9,8,11,15,22,40,41
673,2012/7/5,2,6,16,27,28,29
672,2012/7/2,1,5,23,24,36,43
671,2012/6/28,5,10,14,16,23,38
670,2012/6/25,1,4,7,25,32,41
669,2012/6/21,4,6,10,17,24,33
668,2012/6/18,7,13,20,27,34,35
667,2012/6/14,21,31,34,37,39,40
666,2012/6/11,2,6,28,30,31,41
665,2012/6/7,13,22,27,29,36,37
664,2012/6/4,2,8,11,12,26,29
663,2012/5/31,13,18,21,30,33,40
662,2012/5/28,12,31,32,34,36,40
661,2012/5/24,6,9,17,20,33,40
660,2012/5/21,8,20,31,36,37,38
659,2012/5/17,21,30,35,39,41,42
658,2012/5/14,14,24,32,40,41,42
657,2012/5/10,3,20,29,33,34,40
656,2012/5/7,2,8,13,17,25,37
655,2012/5/3,5,10,23,26,28,29
654,2012/4/30,12,18,21,29,32,38
653,2012/4/26,13,21,22,26,29,36
652,2012/4/23,1,10,16,19,20,39
651,2012/4/19,4,15,17,34,38,40
650,2012/4/16,12,31,34,40,41,43
649,2012/4/12,14,22,29,33,36,40
648,2012/4/9,22,26,27,28,36,43
647,2012/4/5,2,7,15,22,36,43
646,2012/4/2,9,12,14,24,28,33
645,2012/3/29,3,10,12,32,33,43
644,2012/3/26,4,14,22,23,26,42
643,2012/3/22,2,6,21,31,35,37
642,2012/3/19,8,13,14,21,33,41
641,2012/3/15,3,14,21,24,26,29
640,2012/3/12,3,11,18,20,33,39
639,2012/3/8,1,16,20,24,33,34
638,2012/3/5,6,11,19,28,35,40
637,2012/3/1,7,12,16,28,31,34
636,2012/2/27,2,12,21,23,24,26
635,2012/2/23,8,11,12,15,41,43
634,2012/2/20,8,10,13,15,20,40
633,2012/2/16,7,9,11,14,15,18
632,2012/2/13,3,4,14,21,22,25
631,2012/2/9,2,5,7,10,36,40
630,2012/2/6,3,7,13,18,19,41
629,2012/2/2,6,16,21,30,34,43
628,2012/1/30,7,13,15,18,29,38
627,2012/1/26,2,4,7,19,34,42
626,2012/1/23,6,13,14,22,26,28
625,2012/1/19,5,17,26,37,39,42
624,2012/1/16,4,8,12,22,25,30
623,2012/1/12,7,8,16,35,39,42
622,2012/1/9,7,16,18,20,27,36
621,2012/1/5,6,15,16,28,36,40
620,2011/12/29,7,10,13,19,31,38
619,2011/12/26,2,11,29,31,33,38
618,2011/12/22,4,15,21,31,35,42
617,2011/12/19,5,8,18,28,34,35
616,2011/12/15,4,7,18,19,24,35
615,2011/12/12,6,16,24,32,36,43
614,2011/12/8,2,6,22,25,31,42
613,2011/12/5,2,6,18,26,32,37
612,2011/12/1,7,18,31,32,39,40
611,2011/11/28,10,12,14,24,34,39
610,2011/11/24,2,5,12,23,26,41
609,2011/11/21,18,24,36,37,39,41
608,2011/11/17,4,6,16,17,18,26
607,2011/11/14,2,3,8,12,20,21
606,2011/11/10,8,15,24,26,35,42
605,2011/11/7,1,4,13,25,38,43
604,2011/11/3,9,15,20,22,28,43
603,2011/10/31,3,8,18,21,23,42
602,2011/10/27,8,13,15,18,24,41
601,2011/10/24,6,22,25,26,30,39
600,2011/10/20,3,20,23,24,28,35
599,2011/10/17,1,2,8,13,27,39
598,2011/10/13,6,10,15,21,36,41
597,2011/10/10,3,4,7,13,16,23
596,2011/10/6,2,13,17,24,29,34
595,2011/10/3,1,5,15,22,39,40
594,2011/9/29,4,5,15,30,34,38
593,2011/9/26,2,10,16,26,29,30
592,2011/9/22,12,14,22,23,34,41
591,2011/9/19,1,13,16,22,27,33
590,2011/9/15,20,24,25,27,32,37
589,2011/9/12,1,9,10,28,41,42
588,2011/9/8,8,13,18,33,34,36
587,2011/9/5,10,12,18,27,33,40
586,2011/9/1,6,7,10,23,36,42
585,2011/8/29,1,28,32,34,41,42
584,2011/8/25,10,11,24,26,37,38
583,2011/8/22,2,12,17,18,40,43
582,2011/8/18,7,10,14,25,32,38
581,2011/8/15,5,22,28,29,35,39
580,2011/8/11,12,15,17,25,35,43
579,2011/8/8,6,8,17,19,23,42
578,2011/8/4,16,22,23,27,33,37
577,2011/8/1,3,12,29,31,36,37
576,2011/7/28,8,9,21,24,29,37
575,2011/7/25,4,11,17,21,23,30
574,2011/7/21,4,11,16,20,26,43
573,2011/7/18,3,5,21,30,37,38
572,2011/7/14,10,12,18,38,42,43
571,2011/7/11,6,20,21,23,33,38
570,2011/7/7,2,4,10,28,38,43
569,2011/7/4,4,19,21,25,28,40
568,2011/6/30,7,10,15,31,32,42
567,2011/6/27,7,13,17,23,28,34
566,2011/6/23,10,17,18,29,30,41
565,2011/6/20,3,6,8,21,28,32
564,2011/6/16,3,12,18,24,34,39
563,2011/6/13,4,5,26,28,34,38
562,2011/6/9,9,10,11,25,30,37
561,2011/6/6,4,14,30,35,40,41
560,2011/6/2,4,17,19,37,39,42
559,2011/5/30,2,7,16,25,26,43
558,2011/5/26,4,32,33,38,41,43
557,2011/5/23,6,18,23,32,38,43
556,2011/5/19,6,9,13,17,29,30
555,2011/5/16,2,3,7,9,36,42
554,2011/5/12,16,27,34,35,36,38
553,2011/5/9,3,9,11,15,27,37
552,2011/5/5,13,22,26,30,40,41
551,2011/5/2,15,16,19,21,26,42
550,2011/4/28,12,15,19,32,36,42
549,2011/4/25,5,14,27,29,32,33
548,2011/4/21,12,13,16,28,29,35
547,2011/4/18,6,10,11,30,32,39
546,2011/4/14,1,14,30,34,40,43
545,2011/4/11,16,21,24,28,32,36
544,2011/4/7,11,14,16,32,41,42
543,2011/4/4,15,17,18,19,22,31
542,2011/3/31,10,14,23,35,38,41
541,2011/3/24,3,4,5,28,34,43
540,2011/3/17,15,23,29,35,36,41
539,2011/3/10,3,10,13,17,18,28
538,2011/3/3,2,11,14,23,26,33
537,2011/2/24,10,18,22,24,26,37
536,2011/2/17,4,10,12,14,23,36
535,2011/2/10,6,14,23,24,27,32
534,2011/2/3,1,2,19,22,26,37
533,2011/1/27,6,16,24,31,41,43
532,2011/1/20,23,28,33,35,37,42
531,2011/1/13,5,12,16,24,26,33
530,2011/1/6,1,10,19,30,33,36
529,2010/12/30,6,19,21,24,31,41
528,2010/12/23,2,5,12,21,28,32
527,2010/12/16,5,7,12,23,39,41
526,2010/12/9,8,14,18,19,26,27
525,2010/12/2,1,11,17,28,33,38
524,2010/11/25,7,11,14,18,35,40
523,2010/11/18,7,8,26,27,41,43
522,2010/11/11,3,6,16,23,25,43
521,2010/11/4,1,8,15,21,23,30
520,2010/10/28,2,4,12,14,26,43
519,2010/10/21,1,13,25,29,30,33
518,2010/10/14,14,31,34,35,40,42
517,2010/10/7,6,10,13,14,28,37
516,2010/9/30,2,14,16,17,29,30
515,2010/9/23,2,3,23,25,33,35
514,2010/9/16,6,7,14,15,19,41
513,2010/9/9,1,6,12,14,15,19
512,2010/9/2,14,20,23,25,33,39
511,2010/8/26,4,22,23,27,38,43
510,2010/8/19,12,15,26,35,41,43
509,2010/8/12,3,4,12,18,27,28
508,2010/8/5,1,7,14,15,24,42
507,2010/7/29,5,14,19,21,28,31
506,2010/7/22,5,11,21,27,37,39
505,2010/7/15,19,21,27,33,34,43
504,2010/7/8,12,21,22,27,29,31
503,2010/7/1,1,18,25,27,28,39
502,2010/6/24,9,12,27,28,29,41
501,2010/6/17,3,17,21,23,36,38
500,2010/6/10,6,20,28,31,34,38
499,2010/6/3,3,9,15,16,22,35
498,2010/5/27,1,25,36,41,42,43
497,2010/5/20,6,12,14,17,36,40
496,2010/5/13,2,6,11,29,32,41
495,2010/5/6,4,6,20,21,29,33
494,2010/4/29,8,16,19,23,26,31
493,2010/4/22,8,26,30,36,41,42
492,2010/4/15,1,8,12,20,23,37
491,2010/4/8,7,9,20,27,31,34
490,2010/4/1,5,9,13,28,34,40
489,2010/3/25,6,8,12,30,33,43
488,2010/3/18,5,15,29,34,39,42
487,2010/3/11,2,6,8,19,22,34
486,2010/3/4,16,25,27,29,34,41
485,2010/2/25,14,26,30,33,34,39
484,2010/2/18,13,19,25,29,32,35
483,2010/2/11,2,8,15,24,33,35
482,2010/2/4,4,30,31,36,37,38
481,2010/1/28,2,9,11,24,25,34
480,2010/1/21,2,5,17,18,35,38
479,2010/1/14,5,7,14,17,20,27
478,2010/1/7,11,14,23,30,31,38
477,2009/12/24,12,14,16,18,38,41
476,2009/12/17,7,17,22,30,36,40
475,2009/12/10,5,9,10,27,33,42
474,2009/12/3,12,15,19,25,28,41
473,2009/11/26,6,16,17,22,34,37
472,2009/11/19,10,17,28,30,36,42
471,2009/11/12,2,13,14,22,23,32
470,2009/11/5,1,11,17,23,38,43
469,2009/10/29,10,12,20,35,40,43
468,2009/10/22,9,17,26,30,34,40
467,2009/10/15,18,19,20,24,32,43
466,2009/10/8,1,4,19,28,34,40
465,2009/10/1,6,24,27,30,32,38
464,2009/9/24,10,21,22,25,27,37
463,2009/9/17,10,13,16,25,30,42
462,2009/9/10,2,4,6,16,31,33
461,2009/9/3,8,10,13,30,32,42
460,2009/8/27,18,22,23,32,35,40
459,2009/8/20,11,13,27,31,37,43
458,2009/8/13,1,18,27,30,36,40
457,2009/8/6,10,12,27,32,34,43
456,2009/7/30,3,7,15,25,30,39
455,2009/7/23,11,20,26,28,30,43
454,2009/7/16,2,16,18,27,42,43
453,2009/7/9,7,17,19,27,35,40
452,2009/7/2,1,5,25,27,29,40
451,2009/6/25,6,14,16,19,26,39
450,2009/6/18,15,20,21,32,40,42
449,2009/6/11,19,20,21,23,27,32
448,2009/6/4,9,23,32,35,39,42
447,2009/5/28,15,23,29,36,42,43
446,2009/5/21,3,8,17,26,27,36
445,2009/5/14,10,20,23,26,37,40
444,2009/5/7,5,13,16,18,24,32
443,2009/4/30,6,10,21,22,23,35
442,2009/4/23,2,23,26,35,41,42
441,2009/4/16,10,18,33,34,39,41
440,2009/4/9,9,23,29,30,31,39
439,2009/4/2,11,14,20,28,32,41
438,2009/3/26,3,9,16,17,20,31
437,2009/3/19,2,5,11,21,23,43
436,2009/3/12,4,12,21,22,27,38
435,2009/3/5,2,11,12,28,35,37
434,2009/2/26,3,12,19,33,35,36
433,2009/2/19,3,9,11,24,26,34
432,2009/2/12,8,20,23,24,42,43
431,2009/2/5,1,5,19,20,35,41
430,2009/1/29,1,8,18,26,34,42
429,2009/1/22,17,25,29,33,37,42
428,2009/1/15,8,16,18,35,42,43
427,2009/1/8,5,12,13,33,39,42
426,2008/12/25,6,8,9,29,32,37
425,2008/12/18,2,3,12,20,34,43
424,2008/12/11,3,13,17,25,40,41
423,2008/12/4,1,2,3,30,35,36
422,2008/11/27,5,6,7,8,28,38
421,2008/11/20,2,6,8,10,25,34
420,2008/11/13,14,19,21,28,29,31
419,2008/11/6,5,8,16,25,26,30
418,2008/10/30,3,12,16,25,32,36
417,2008/10/23,3,20,23,30,31,37
416,2008/10/16,12,15,22,24,29,37
415,2008/10/9,9,28,33,34,37,43
414,2008/10/2,1,2,4,5,9,25
413,2008/9/25,2,14,15,26,35,37
412,2008/9/18,2,6,7,9,16,19
411,2008/9/11,2,4,6,24,35,39
410,2008/9/4,2,12,16,20,42,43
409,2008/8/28,6,13,17,27,28,36
408,2008/8/21,12,20,23,28,31,32
407,2008/8/14,11,18,19,30,37,39
406,2008/8/7,1,2,4,16,36,37
405,2008/7/31,6,13,19,20,30,31
404,2008/7/24,3,10,14,18,26,43
403,2008/7/17,8,10,13,20,24,33
402,2008/7/10,3,18,23,24,29,33
401,2008/7/3,14,15,27,34,35,42
400,2008/6/26,4,9,19,22,23,33
399,2008/6/19,1,14,17,28,31,37
398,2008/6/12,2,31,36,37,39,43
397,2008/6/5,15,16,23,30,39,43
396,2008/5/29,9,12,21,26,33,40
395,2008/5/22,15,21,26,28,42,43
394,2008/5/15,14,27,28,31,37,40
393,2008/5/8,7,18,27,37,38,43
392,2008/5/1,10,15,18,30,31,37
391,2008/4/24,8,20,23,24,29,38
390,2008/4/17,5,16,17,22,39,43
389,2008/4/10,6,12,22,25,31,35
388,2008/4/3,5,12,14,18,20,31
387,2008/3/27,12,16,19,27,30,32
386,2008/3/20,2,9,11,15,23,25
385,2008/3/13,6,31,34,35,37,40
384,2008/3/6,17,19,20,22,33,41
383,2008/2/28,7,12,17,18,24,28
382,2008/2/21,2,6,15,28,29,43
381,2008/2/14,4,13,15,22,39,41
380,2008/2/7,17,22,25,26,27,43
379,2008/1/31,8,13,15,21,33,34
378,2008/1/24,11,13,19,26,36,43
377,2008/1/17,2,3,8,20,21,24
376,2008/1/10,20,21,25,27,34,38
375,2007/12/27,7,9,14,17,36,37
374,2007/12/20,4,24,25,26,27,34
373,2007/12/13,7,14,15,19,35,43
372,2007/12/6,7,19,28,33,35,39
371,2007/11/29,14,15,23,24,32,34
370,2007/11/22,2,11,13,15,16,32
369,2007/11/15,3,9,12,16,18,37
368,2007/11/8,7,10,18,21,33,35
367,2007/11/1,10,13,17,38,41,43
366,2007/10/25,12,13,15,18,30,41
365,2007/10/18,6,19,20,28,36,37
364,2007/10/11,7,11,12,19,33,42
363,2007/10/4,3,6,7,22,27,31
362,2007/9/27,7,10,15,20,37,40
361,2007/9/20,1,21,28,30,37,43
360,2007/9/13,2,3,6,14,26,42
359,2007/9/6,3,5,19,20,23,27
358,2007/8/30,12,31,32,34,39,42
357,2007/8/23,2,10,11,12,19,38
356,2007/8/16,1,5,8,12,17,29
355,2007/8/9,1,11,24,26,36,37
354,2007/8/2,4,6,22,31,34,41
353,2007/7/26,1,9,15,16,22,26
352,2007/7/19,6,8,24,25,34,38
351,2007/7/12,3,13,16,24,26,43
350,2007/7/5,13,18,25,26,29,40
349,2007/6/28,8,13,15,19,20,30
348,2007/6/21,4,5,6,27,36,38
347,2007/6/14,8,20,23,27,32,33
346,2007/6/7,4,9,11,12,32,38
345,2007/5/31,10,21,22,25,35,37
344,2007/5/24,8,11,16,20,28,36
343,2007/5/17,13,28,29,37,38,41
342,2007/5/10,8,15,26,27,34,38
341,2007/5/3,4,14,23,25,28,35
340,2007/4/26,4,10,13,31,35,42
339,2007/4/19,3,5,9,26,34,36
338,2007/4/12,8,10,25,31,39,40
337,2007/4/5,5,15,16,20,34,39
336,2007/3/29,3,6,13,17,20,29
335,2007/3/22,4,5,10,23,36,42
334,2007/3/15,11,14,17,18,34,36
333,2007/3/8,1,5,7,15,41,42
332,2007/3/1,7,8,16,24,26,34
331,2007/2/22,2,8,17,24,32,38
330,2007/2/15,5,12,16,19,28,39
329,2007/2/8,6,8,15,17,39,40
328,2007/2/1,3,7,10,12,19,36
327,2007/1/25,6,12,14,28,31,36
326,2007/1/18,1,7,9,14,23,43
325,2007/1/11,6,7,18,29,33,39
324,2007/1/4,5,13,27,37,39,41
323,2006/12/28,9,11,21,23,33,39
322,2006/12/21,18,19,22,25,35,42
321,2006/12/14,21,29,31,36,38,41
320,2006/12/7,1,5,25,27,38,41
319,2006/11/30,15,20,23,28,37,40
318,2006/11/23,2,7,13,16,36,37
317,2006/11/16,7,8,15,30,35,36
316,2006/11/9,3,4,20,30,40,41
315,2006/11/2,1,2,17,24,40,41
314,2006/10/26,3,8,14,30,38,43
313,2006/10/19,1,19,21,31,32,40
312,2006/10/12,2,17,22,29,38,42
311,2006/10/5,1,16,22,36,37,42
310,2006/9/28,3,4,5,18,28,37
309,2006/9/21,1,4,26,36,41,42
308,2006/9/14,3,13,18,20,23,28
307,2006/9/7,1,7,11,32,33,40
306,2006/8/31,1,20,25,28,31,42
305,2006/8/24,1,2,5,23,31,34
304,2006/8/17,3,7,8,15,17,31
303,2006/8/10,4,24,31,35,37,39
302,2006/8/3,2,4,13,23,38,40
301,2006/7/27,4,5,6,9,10,11
300,2006/7/20,4,7,29,33,36,39
299,2006/7/13,2,4,5,17,35,41
298,2006/7/6,12,25,29,31,35,40
297,2006/6/29,6,8,9,20,38,40
296,2006/6/22,4,19,27,30,31,37
295,2006/6/15,9,12,18,20,37,43
294,2006/6/8,2,5,13,14,17,20
293,2006/6/1,6,8,15,17,36,43
292,2006/5/25,7,14,27,31,34,39
291,2006/5/18,10,15,20,28,41,43
290,2006/5/11,11,13,15,17,22,43
289,2006/5/4,7,9,12,17,34,38
288,2006/4/27,3,4,11,25,28,33
287,2006/4/20,1,5,18,34,35,39
286,2006/4/13,10,11,14,28,31,41
285,2006/4/6,1,3,9,14,16,29
284,2006/3/30,20,26,30,33,35,38
283,2006/3/23,6,9,16,22,27,37
282,2006/3/16,1,9,17,31,41,43
281,2006/3/9,3,9,10,11,19,35
280,2006/3/2,6,12,26,37,38,39
279,2006/2/23,7,11,12,23,30,43
278,2006/2/16,9,13,14,17,22,38
277,2006/2/9,7,9,18,20,30,38
276,2006/2/2,6,11,27,30,33,36
275,2006/1/26,4,13,15,31,33,40
274,2006/1/19,4,5,14,27,31,39
273,2006/1/12,4,18,20,21,29,40
272,2006/1/5,7,12,13,20,23,26
271,2005/12/29,9,10,19,25,40,41
270,2005/12/22,17,19,21,29,33,38
269,2005/12/15,1,10,13,15,21,23
268,2005/12/8,3,6,8,14,24,36
267,2005/12/1,3,5,8,22,35,38
266,2005/11/24,11,15,18,24,30,39
265,2005/11/17,2,3,16,22,23,28
264,2005/11/10,2,5,6,8,20,27
263,2005/11/3,1,5,13,22,39,41
262,2005/10/27,5,7,11,19,21,25
261,2005/10/20,6,17,18,21,35,41
260,2005/10/13,11,15,21,31,37,41
259,2005/10/6,1,12,15,23,34,42
258,2005/9/29,3,15,16,17,25,31
257,2005/9/22,7,15,29,30,39,40
256,2005/9/15,15,17,18,28,30,37
255,2005/9/8,6,7,12,17,34,42
254,2005/9/1,12,13,22,23,25,29
253,2005/8/25,15,16,19,22,36,43
252,2005/8/18,2,6,13,22,32,33
251,2005/8/11,2,12,19,25,29,36
250,2005/8/4,3,8,9,13,22,42
249,2005/7/28,1,3,17,23,33,35
248,2005/7/21,11,32,35,36,39,41
247,2005/7/14,8,16,30,32,34,39
246,2005/7/7,16,28,32,34,39,42
245,2005/6/30,3,6,18,24,28,36
244,2005/6/23,11,12,30,36,38,39
243,2005/6/16,5,34,35,38,42,43
242,2005/6/9,1,10,13,22,29,32
241,2005/6/2,8,14,27,33,36,40
240,2005/5/26,11,15,26,31,36,39
239,2005/5/19,4,9,18,30,31,40
238,2005/5/12,5,10,15,20,33,37
237,2005/5/5,1,3,11,13,27,37
236,2005/4/28,1,8,9,14,34,38
235,2005/4/21,6,21,23,24,28,39
234,2005/4/14,11,17,24,26,27,30
233,2005/4/7,6,18,26,40,41,42
232,2005/3/31,1,5,7,26,39,43
231,2005/3/24,1,4,6,16,18,43
230,2005/3/17,4,9,18,31,36,42
229,2005/3/10,8,16,21,24,27,36
228,2005/3/3,5,8,17,26,36,39
227,2005/2/24,6,13,17,29,32,36
226,2005/2/17,8,26,36,40,42,43
225,2005/2/10,9,11,21,31,35,38
224,2005/2/3,12,17,18,19,30,35
223,2005/1/27,7,9,19,26,30,32
222,2005/1/20,4,14,15,22,29,31
221,2005/1/13,8,27,30,31,38,42
220,2005/1/6,23,25,26,29,33,37
219,2004/12/30,27,28,29,34,35,39
218,2004/12/23,8,10,18,22,31,36
217,2004/12/16,8,19,23,27,29,39
216,2004/12/9,9,21,29,33,35,41
215,2004/12/2,1,4,13,18,22,31
214,2004/11/25,4,7,9,11,20,36
213,2004/11/18,4,7,18,26,29,43
212,2004/11/11,1,11,17,32,35,39
211,2004/11/4,10,14,23,26,33,36
210,2004/10/28,1,6,21,22,37,40
209,2004/10/21,8,27,30,35,40,41
208,2004/10/14,18,24,29,32,35,39
207,2004/10/7,17,21,23,30,31,34
206,2004/9/30,1,3,16,22,41,43
205,2004/9/23,4,7,9,16,18,34
204,2004/9/16,2,17,20,25,39,42
203,2004/9/9,12,18,20,27,35,37
202,2004/9/2,9,18,26,28,33,40
201,2004/8/26,10,13,16,17,24,39
200,2004/8/19,4,7,11,19,25,28
199,2004/8/12,3,14,24,25,33,36
198,2004/8/5,4,5,6,17,20,42
197,2004/7/29,9,10,17,22,28,30
196,2004/7/22,4,5,11,16,30,33
195,2004/7/15,5,10,12,22,26,41
194,2004/7/8,4,11,12,21,36,38
193,2004/7/1,3,4,18,31,40,43
192,2004/6/24,3,7,19,27,39,41
191,2004/6/17,4,7,25,27,34,43
190,2004/6/10,17,23,30,31,39,43
189,2004/6/3,3,32,35,36,39,40
188,2004/5/27,3,8,18,25,26,39
187,2004/5/20,12,21,22,27,39,40
186,2004/5/13,7,16,18,33,36,41
185,2004/5/6,8,13,14,18,35,41
184,2004/4/29,5,7,23,31,39,42
183,2004/4/22,14,29,31,36,38,40
182,2004/4/15,22,23,28,37,40,43
181,2004/4/8,1,2,7,21,29,30
180,2004/4/1,4,10,11,12,20,36
179,2004/3/25,3,6,11,13,15,16
178,2004/3/18,10,22,27,30,36,39
177,2004/3/11,6,18,19,30,36,41
176,2004/3/4,8,19,25,31,34,37
175,2004/2/26,2,3,10,22,28,40
174,2004/2/19,2,9,16,36,38,42
173,2004/2/12,6,10,22,30,31,35
172,2004/2/5,10,11,22,23,33,34
171,2004/1/29,5,6,17,23,32,33
170,2004/1/22,10,12,15,17,30,31
169,2004/1/15,3,15,17,19,26,36
168,2004/1/8,1,6,31,32,36,39
167,2003/12/25,10,14,17,19,29,42
166,2003/12/18,14,18,20,28,34,38
165,2003/12/11,9,11,16,21,25,36
164,2003/12/4,1,2,13,14,35,38
163,2003/11/27,2,3,11,17,24,34
162,2003/11/20,3,22,25,30,33,37
161,2003/11/13,23,26,28,33,38,42
160,2003/11/6,4,10,20,30,31,32
159,2003/10/30,12,23,30,31,38,42
158,2003/10/23,1,6,12,35,37,38
157,2003/10/16,5,8,17,19,25,27
156,2003/10/9,6,20,22,29,30,35
155,2003/10/2,5,6,7,18,22,27
154,2003/9/25,7,9,18,26,27,38
153,2003/9/18,4,7,8,12,25,26
152,2003/9/11,4,8,12,16,31,33
151,2003/9/4,3,8,17,25,28,32
150,2003/8/28,10,11,18,20,31,43
149,2003/8/21,8,9,13,20,33,37
148,2003/8/14,3,16,18,20,28,29
