開催＃,抽選日,＃
3804,2014-01-20,7689
3803,2014-01-17,1165
3802,2014-01-16,6960
3801,2014-01-15,5251
3800,2014-01-14,8887
3799,2014-01-13,8000
3798,2014-01-10,3659
3797,2014-01-09,3940
3796,2014-01-08,9512
3795,2014-01-07,389
3794,2014-01-06,5729
3793,2013-12-30,8856
3792,2013-12-27,3671
3791,2013-12-26,4162
3790,2013-12-25,4111
3789,2013-12-24,3059
3788,2013-12-23,5291
3787,2013-12-20,9500
3786,2013-12-19,3731
3785,2013-12-18,2986
3784,2013-12-17,1034
3783,2013-12-16,6547
3782,2013-12-13,4333
3781,2013-12-12,9758
3780,2013-12-11,870
3779,2013-12-10,4508
3778,2013-12-09,2455
3777,2013-12-06,1047
3776,2013-12-05,7448
3775,2013-12-04,8330
3774,2013-12-03,2265
3773,2013-12-02,7161
3772,2013-11-29,206
3771,2013-11-28,8549
3770,2013-11-27,7523
3769,2013-11-26,1166
3768,2013-11-25,2830
3767,2013-11-22,2052
3766,2013-11-21,1811
3765,2013-11-20,8362
3764,2013-11-19,5781
3763,2013-11-18,6282
3762,2013-11-15,9001
3761,2013-11-14,4612
3760,2013-11-13,2140
3759,2013-11-12,3599
3758,2013-11-11,590
3757,2013-11-08,9354
3756,2013-11-07,461
3755,2013-11-06,9382
3754,2013-11-05,8511
3753,2013-11-04,7771
3752,2013-11-01,3453
3751,2013-10-31,2569
3750,2013-10-30,9172
3749,2013-10-29,2930
3748,2013-10-28,8075
3747,2013-10-25,8632
3746,2013-10-24,4114
3745,2013-10-23,7352
3744,2013-10-22,8025
3743,2013-10-21,2698
3742,2013-10-18,1711
3741,2013-10-17,6581
3740,2013-10-16,9865
3739,2013-10-15,3840
3738,2013-10-14,2204
3737,2013-10-11,7471
3736,2013-10-10,1385
3735,2013-10-09,1823
3734,2013-10-08,7739
3733,2013-10-07,6332
3732,2013-10-04,2642
3731,2013-10-03,4341
3730,2013-10-02,4230
3729,2013-10-01,6182
3728,2013-09-30,28
3727,2013-09-27,7604
3726,2013-09-26,895
3725,2013-09-25,7219
3724,2013-09-24,4118
3723,2013-09-23,189
3722,2013-09-20,6012
3721,2013-09-19,7518
3720,2013-09-18,1454
3719,2013-09-17,8766
3718,2013-09-16,3579
3717,2013-09-13,2404
3716,2013-09-12,5772
3715,2013-09-11,1091
3714,2013-09-10,1362
3713,2013-09-09,3255
3712,2013-09-06,3070
3711,2013-09-05,3391
3710,2013-09-04,6879
3709,2013-09-03,6731
3708,2013-09-02,752
3707,2013-08-30,5395
3706,2013-08-29,742
3705,2013-08-28,3274
3704,2013-08-27,6233
3703,2013-08-26,1219
3702,2013-08-23,7788
3701,2013-08-22,2009
3700,2013-08-21,540
3699,2013-08-20,8299
3698,2013-08-19,6333
3697,2013-08-16,7941
3696,2013-08-15,245
3695,2013-08-14,230
3694,2013-08-13,2983
3693,2013-08-12,6124
3692,2013-08-09,5536
3691,2013-08-08,7708
3690,2013-08-07,5970
3689,2013-08-06,2695
3688,2013-08-05,6284
3687,2013-08-02,612
3686,2013-08-01,681
3685,2013-07-31,4076
3684,2013-07-30,1674
3683,2013-07-29,3728
3682,2013-07-26,1296
3681,2013-07-25,9012
3680,2013-07-24,1780
3679,2013-07-23,8697
3678,2013-07-22,3529
3677,2013-07-19,9916
3676,2013-07-18,1886
3675,2013-07-17,2342
3674,2013-07-16,951
3673,2013-07-15,2101
3672,2013-07-12,4156
3671,2013-07-11,2588
3670,2013-07-10,4791
3669,2013-07-09,1550
3668,2013-07-08,8655
3667,2013-07-05,8387
3666,2013-07-04,5412
3665,2013-07-03,3141
3664,2013-07-02,2940
3663,2013-07-01,6550
3662,2013-06-28,934
3661,2013-06-27,4730
3660,2013-06-26,1929
3659,2013-06-25,784
3658,2013-06-24,8096
3657,2013-06-21,3996
3656,2013-06-20,7547
3655,2013-06-19,3997
3654,2013-06-18,1426
3653,2013-06-17,2033
3652,2013-06-14,9706
3651,2013-06-13,2403
3650,2013-06-12,4697
3649,2013-06-11,3016
3648,2013-06-10,8479
3647,2013-06-07,2565
3646,2013-06-06,4637
3645,2013-06-05,5587
3644,2013-06-04,544
3643,2013-06-03,9892
3642,2013-05-31,6418
3641,2013-05-30,7251
3640,2013-05-29,9957
3639,2013-05-28,1676
3638,2013-05-27,1364
3637,2013-05-24,7173
3636,2013-05-23,7760
3635,2013-05-22,8226
3634,2013-05-21,9991
3633,2013-05-20,7209
3632,2013-05-17,1667
3631,2013-05-16,6985
3630,2013-05-15,9604
3629,2013-05-14,1295
3628,2013-05-13,6836
3627,2013-05-10,8503
3626,2013-05-09,7372
3625,2013-05-08,3307
3624,2013-05-07,6554
3623,2013-05-06,4569
3622,2013-05-03,4237
3621,2013-05-02,95
3620,2013-05-01,7895
3619,2013-04-30,1114
3618,2013-04-29,3416
3617,2013-04-26,1056
3616,2013-04-25,7793
3615,2013-04-24,2600
3614,2013-04-23,5970
3613,2013-04-22,6253
3612,2013-04-19,799
3611,2013-04-18,6775
3610,2013-04-17,4868
3609,2013-04-16,2390
3608,2013-04-15,1460
3607,2013-04-12,6717
3606,2013-04-11,3002
3605,2013-04-10,5359
3604,2013-04-09,8104
3603,2013-04-08,3315
3602,2013-04-05,5022
3601,2013-04-04,6938
3600,2013-04-03,4896
3599,2013-04-02,9493
3598,2013-04-01,5997
3597,2013-03-29,3191
3596,2013-03-28,5985
3595,2013-03-27,9740
3594,2013-03-26,181
3593,2013-03-25,241
3592,2013-03-22,3575
3591,2013-03-21,1564
3590,2013-03-20,1105
3589,2013-03-19,4327
3588,2013-03-18,2935
3587,2013-03-15,2105
3586,2013-03-14,3417
3585,2013-03-13,4465
3584,2013-03-12,8471
3583,2013-03-11,4379
3582,2013-03-08,4424
3581,2013-03-07,2887
3580,2013-03-06,5893
3579,2013-03-05,4295
3578,2013-03-04,7303
3577,2013-03-01,8222
3576,2013-02-28,9333
3575,2013-02-27,3433
3574,2013-02-26,9585
3573,2013-02-25,3178
3572,2013-02-22,5647
3571,2013-02-21,7329
3570,2013-02-20,5777
3569,2013-02-19,2821
3568,2013-02-18,673
3567,2013-02-15,2376
3566,2013-02-14,2340
3565,2013-02-13,6258
3564,2013-02-12,5888
3563,2013-02-11,3402
3562,2013-02-08,3092
3561,2013-02-07,6964
3560,2013-02-06,9375
3559,2013-02-05,3397
3558,2013-02-04,6708
3557,2013-02-01,9159
3556,2013-01-31,3911
3555,2013-01-30,6262
3554,2013-01-29,9444
3553,2013-01-28,624
3552,2013-01-25,3019
3551,2013-01-24,3847
3550,2013-01-23,5638
3549,2013-01-22,7064
3548,2013-01-21,3980
3547,2013-01-18,9383
3546,2013-01-17,8791
3545,2013-01-16,1595
3544,2013-01-15,7773
3543,2013-01-14,783
3542,2013-01-11,2531
3541,2013-01-10,8512
3540,2013-01-09,3405
3539,2013-01-08,3464
3538,2013-01-07,3148
3537,2013-01-04,2052
3536,2012-12-28,3273
3535,2012-12-27,7531
3534,2012-12-26,9073
3533,2012-12-25,1332
3532,2012-12-24,273
3531,2012-12-21,9632
3530,2012-12-20,1982
3529,2012-12-19,9582
3528,2012-12-18,3778
3527,2012-12-17,9395
3526,2012-12-14,7356
3525,2012-12-13,3608
3524,2012-12-12,5952
3523,2012-12-11,5549
3522,2012-12-10,1171
3521,2012-12-07,7067
3520,2012-12-06,2952
3519,2012-12-05,8897
3518,2012-12-04,9607
3517,2012-12-03,4762
3516,2012-11-30,9170
3515,2012-11-29,6004
3514,2012-11-28,2859
3513,2012-11-27,4767
3512,2012-11-26,4900
3511,2012-11-23,2868
3510,2012-11-22,1467
3509,2012-11-21,8477
3508,2012-11-20,7922
3507,2012-11-19,8660
3506,2012-11-16,5194
3505,2012-11-15,5395
3504,2012-11-14,5879
3503,2012-11-13,9034
3502,2012-11-12,7995
3501,2012-11-09,4167
3500,2012-11-08,9360
3499,2012-11-07,5474
3498,2012-11-06,820
3497,2012-11-05,7646
3496,2012-11-02,9454
3495,2012-11-01,1841
3494,2012-10-31,9002
3493,2012-10-30,6599
3492,2012-10-29,5994
3491,2012-10-26,1546
3490,2012-10-25,8554
3489,2012-10-24,5903
3488,2012-10-23,6265
3487,2012-10-22,711
3486,2012-10-19,9133
3485,2012-10-18,3110
3484,2012-10-17,8493
3483,2012-10-16,7159
3482,2012-10-15,5796
3481,2012-10-12,4571
3480,2012-10-11,3712
3479,2012-10-10,9522
3478,2012-10-09,4338
3477,2012-10-08,6216
3476,2012-10-05,8560
3475,2012-10-04,8382
3474,2012-10-03,4161
3473,2012-10-02,2970
3472,2012-10-01,2268
3471,2012-09-28,4835
3470,2012-09-27,3029
3469,2012-09-26,386
3468,2012-09-25,5368
3467,2012-09-24,5755
3466,2012-09-21,8887
3465,2012-09-20,2947
3464,2012-09-19,1477
3463,2012-09-18,2305
3462,2012-09-17,9427
3461,2012-09-14,6969
3460,2012-09-13,7954
3459,2012-09-12,5765
3458,2012-09-11,8440
3457,2012-09-10,1093
3456,2012-09-07,577
3455,2012-09-06,4989
3454,2012-09-05,9560
3453,2012-09-04,5965
3452,2012-09-03,8742
3451,2012-08-31,984
3450,2012-08-30,4698
3449,2012-08-29,4040
3448,2012-08-28,9226
3447,2012-08-27,6354
3446,2012-08-24,189
3445,2012-08-23,8665
3444,2012-08-22,4337
3443,2012-08-21,9572
3442,2012-08-20,8344
3441,2012-08-17,234
3440,2012-08-16,3707
3439,2012-08-15,9179
3438,2012-08-14,5573
3437,2012-08-13,9738
3436,2012-08-10,7222
3435,2012-08-09,4889
3434,2012-08-08,9794
3433,2012-08-07,2813
3432,2012-08-06,9818
3431,2012-08-03,3394
3430,2012-08-02,2905
3429,2012-08-01,7571
3428,2012-07-31,4058
3427,2012-07-30,7921
3426,2012-07-27,7534
3425,2012-07-26,8311
3424,2012-07-25,1892
3423,2012-07-24,4440
3422,2012-07-23,4120
3421,2012-07-20,1506
3420,2012-07-19,8441
3419,2012-07-18,9909
3418,2012-07-17,9570
3417,2012-07-16,5393
3416,2012-07-13,1709
3415,2012-07-12,3927
3414,2012-07-11,1590
3413,2012-07-10,2454
3412,2012-07-09,6348
3411,2012-07-06,8008
3410,2012-07-05,7474
3409,2012-07-04,5744
3408,2012-07-03,598
3407,2012-07-02,5203
3406,2012-06-29,2557
3405,2012-06-28,2996
3404,2012-06-27,7532
3403,2012-06-26,8106
3402,2012-06-25,2179
3401,2012-06-22,9768
3400,2012-06-21,9082
3399,2012-06-20,8101
3398,2012-06-19,9505
3397,2012-06-18,4695
3396,2012-06-15,6374
3395,2012-06-14,3987
3394,2012-06-13,3109
3393,2012-06-12,7204
3392,2012-06-11,6238
3391,2012-06-08,9456
3390,2012-06-07,5440
3389,2012-06-06,7486
3388,2012-06-05,8830
3387,2012-06-04,9565
3386,2012-06-01,50
3385,2012-05-31,9414
3384,2012-05-30,1134
3383,2012-05-29,7107
3382,2012-05-28,3660
3381,2012-05-25,4877
3380,2012-05-24,9421
3379,2012-05-23,9410
3378,2012-05-22,4978
3377,2012-05-21,1469
3376,2012-05-18,6285
3375,2012-05-17,25
3374,2012-05-16,424
3373,2012-05-15,1564
3372,2012-05-14,5499
3371,2012-05-11,3046
3370,2012-05-10,750
3369,2012-05-09,7085
3368,2012-05-08,3845
3367,2012-05-07,9266
3366,2012-05-04,3733
3365,2012-05-03,9338
3364,2012-05-02,8491
3363,2012-05-01,5753
3362,2012-04-30,6767
3361,2012-04-27,2044
3360,2012-04-26,6200
3359,2012-04-25,4545
3358,2012-04-24,8608
3357,2012-04-23,7372
3356,2012-04-20,4310
3355,2012-04-19,8947
3354,2012-04-18,8585
3353,2012-04-17,3019
3352,2012-04-16,1234
3351,2012-04-13,8596
3350,2012-04-12,6017
3349,2012-04-11,2879
3348,2012-04-10,3057
3347,2012-04-09,11
3346,2012-04-06,8152
3345,2012-04-05,1182
3344,2012-04-04,634
3343,2012-04-03,1220
3342,2012-04-02,9940
3341,2012-03-30,6521
3340,2012-03-29,948
3339,2012-03-28,3089
3338,2012-03-27,6705
3337,2012-03-26,981
3336,2012-03-23,4369
3335,2012-03-22,758
3334,2012-03-21,9569
3333,2012-03-20,2628
3332,2012-03-19,8604
3331,2012-03-16,4916
3330,2012-03-15,2863
3329,2012-03-14,5240
3328,2012-03-13,7057
3327,2012-03-12,5112
3326,2012-03-09,5470
3325,2012-03-08,223
3324,2012-03-07,1357
3323,2012-03-06,4988
3322,2012-03-05,8964
3321,2012-03-02,1369
3320,2012-03-01,2814
3319,2012-02-29,971
3318,2012-02-28,9131
3317,2012-02-27,2019
3316,2012-02-24,9779
3315,2012-02-23,4156
3314,2012-02-22,3807
3313,2012-02-21,4355
3312,2012-02-20,3510
3311,2012-02-17,1241
3310,2012-02-16,1424
3309,2012-02-15,1513
3308,2012-02-14,5310
3307,2012-02-13,872
3306,2012-02-10,2127
3305,2012-02-09,8611
3304,2012-02-08,3862
3303,2012-02-07,3792
3302,2012-02-06,6911
3301,2012-02-03,1647
3300,2012-02-02,1909
3299,2012-02-01,4522
3298,2012-01-31,5923
3297,2012-01-30,5743
3296,2012-01-27,9617
3295,2012-01-26,2408
3294,2012-01-25,3886
3293,2012-01-24,6386
3292,2012-01-23,8179
3291,2012-01-20,7219
3290,2012-01-19,5755
3289,2012-01-18,2771
3288,2012-01-17,1196
3287,2012-01-16,4868
3286,2012-01-13,1777
3285,2012-01-12,7409
3284,2012-01-11,167
3283,2012-01-10,2610
3282,2012-01-09,2258
3281,2012-01-06,4050
3280,2012-01-05,6156
3279,2012-01-04,6545
3278,2011-12-30,4134
3277,2011-12-29,1716
3276,2011-12-28,7470
3275,2011-12-27,4371
3274,2011-12-26,5394
3273,2011-12-23,6377
3272,2011-12-22,1746
3271,2011-12-21,3653
3270,2011-12-20,8191
3269,2011-12-19,7040
3268,2011-12-16,7188
3267,2011-12-15,6098
3266,2011-12-14,1434
3265,2011-12-13,704
3264,2011-12-12,8475
3263,2011-12-09,3974
3262,2011-12-08,9298
3261,2011-12-07,6447
3260,2011-12-06,4347
3259,2011-12-05,6196
3258,2011-12-02,2505
3257,2011-12-01,3792
3256,2011-11-30,3126
3255,2011-11-29,8172
3254,2011-11-28,7704
3253,2011-11-25,740
3252,2011-11-24,12
3251,2011-11-23,9951
3250,2011-11-22,8032
3249,2011-11-21,5433
3248,2011-11-18,7880
3247,2011-11-17,2554
3246,2011-11-16,4934
3245,2011-11-15,4292
3244,2011-11-14,7276
3243,2011-11-11,7935
3242,2011-11-10,2613
3241,2011-11-09,2392
3240,2011-11-08,2312
3239,2011-11-07,6926
3238,2011-11-04,721
3237,2011-11-03,1873
3236,2011-11-02,8316
3235,2011-11-01,6848
3234,2011-10-31,7217
3233,2011-10-28,2141
3232,2011-10-27,6281
3231,2011-10-26,8697
3230,2011-10-25,1269
3229,2011-10-24,9592
3228,2011-10-21,5904
3227,2011-10-20,2257
3226,2011-10-19,4586
3225,2011-10-18,4442
3224,2011-10-17,9858
3223,2011-10-14,3861
3222,2011-10-13,731
3221,2011-10-12,3792
3220,2011-10-11,1809
3219,2011-10-10,9611
3218,2011-10-07,8430
3217,2011-10-06,89
3216,2011-10-05,793
3215,2011-10-04,3494
3214,2011-10-03,2189
3213,2011-09-30,181
3212,2011-09-29,5809
3211,2011-09-28,796
3210,2011-09-27,6041
3209,2011-09-26,198
3208,2011-09-23,3754
3207,2011-09-22,4076
3206,2011-09-21,4834
3205,2011-09-20,8039
3204,2011-09-19,1207
3203,2011-09-16,527
3202,2011-09-15,8381
3201,2011-09-14,8673
3200,2011-09-13,2439
3199,2011-09-12,8899
3198,2011-09-09,9286
3197,2011-09-08,3397
3196,2011-09-07,1586
3195,2011-09-06,2817
3194,2011-09-05,7314
3193,2011-09-02,5394
3192,2011-09-01,6995
3191,2011-08-31,319
3190,2011-08-30,8103
3189,2011-08-29,2695
3188,2011-08-26,1661
3187,2011-08-25,8785
3186,2011-08-24,571
3185,2011-08-23,8710
3184,2011-08-22,1556
3183,2011-08-19,5489
3182,2011-08-18,5425
3181,2011-08-17,2330
3180,2011-08-16,5637
3179,2011-08-15,7823
3178,2011-08-12,8516
3177,2011-08-11,8479
3176,2011-08-10,5889
3175,2011-08-09,8499
3174,2011-08-08,8275
3173,2011-08-05,3388
3172,2011-08-04,9904
3171,2011-08-03,945
3170,2011-08-02,9437
3169,2011-08-01,1177
3168,2011-07-29,7675
3167,2011-07-28,4874
3166,2011-07-27,7815
3165,2011-07-26,8651
3164,2011-07-25,8965
3163,2011-07-22,6491
3162,2011-07-21,3270
3161,2011-07-20,3221
3160,2011-07-19,9422
3159,2011-07-18,2510
3158,2011-07-15,6420
3157,2011-07-14,6224
3156,2011-07-13,7879
3155,2011-07-12,3180
3154,2011-07-11,3332
3153,2011-07-08,8515
3152,2011-07-07,1173
3151,2011-07-06,1182
3150,2011-07-05,7230
3149,2011-07-04,1117
3148,2011-07-01,7513
3147,2011-06-30,8662
3146,2011-06-29,4068
3145,2011-06-28,7981
3144,2011-06-27,6641
3143,2011-06-24,5040
3142,2011-06-23,6096
3141,2011-06-22,3067
3140,2011-06-21,2732
3139,2011-06-20,6935
3138,2011-06-17,2169
3137,2011-06-16,8709
3136,2011-06-15,6925
3135,2011-06-14,6853
3134,2011-06-13,496
3133,2011-06-10,85
3132,2011-06-09,6408
3131,2011-06-08,5193
3130,2011-06-07,2708
3129,2011-06-06,9497
3128,2011-06-03,8964
3127,2011-06-02,7713
3126,2011-06-01,6533
3125,2011-05-31,9937
3124,2011-05-30,8029
3123,2011-05-27,3311
3122,2011-05-26,580
3121,2011-05-25,4970
3120,2011-05-24,7497
3119,2011-05-23,3107
3118,2011-05-20,7289
3117,2011-05-19,8032
3116,2011-05-18,4392
3115,2011-05-17,6353
3114,2011-05-16,8653
3113,2011-05-13,8446
3112,2011-05-12,9345
3111,2011-05-11,7725
3110,2011-05-10,2991
3109,2011-05-09,1567
3108,2011-05-06,1768
3107,2011-05-05,912
3106,2011-05-04,4012
3105,2011-05-03,801
3104,2011-05-02,720
3103,2011-04-29,4199
3102,2011-04-28,9607
3101,2011-04-27,5491
3100,2011-04-26,1620
3099,2011-04-25,4945
3098,2011-04-22,6280
3097,2011-04-21,6900
3096,2011-04-20,364
3095,2011-04-19,605
3094,2011-04-18,4068
3093,2011-04-15,5284
3092,2011-04-14,7620
3091,2011-04-13,2908
3090,2011-04-12,2643
3089,2011-04-11,7546
3088,2011-04-08,1055
3087,2011-04-07,2413
3086,2011-04-06,8975
3085,2011-04-05,3332
3084,2011-04-04,2391
3083,2011-04-01,5558
3082,2011-03-31,3778
3081,2011-03-30,2072
3080,2011-03-29,5616
3079,2011-03-28,2663
3078,2011-03-25,7680
3077,2011-03-24,4380
3076,2011-03-23,2848
3075,2011-03-22,7424
3074,2011-03-21,8301
3073,2011-03-18,1350
3072,2011-03-17,3990
3071,2011-03-16,9903
3070,2011-03-15,3768
3069,2011-03-14,7189
3068,2011-03-11,6406
3067,2011-03-10,4518
3066,2011-03-09,7218
3065,2011-03-08,3986
3064,2011-03-07,4769
3063,2011-03-04,8533
3062,2011-03-03,3324
3061,2011-03-02,8064
3060,2011-03-01,3044
3059,2011-02-28,6530
3058,2011-02-25,6824
3057,2011-02-24,9171
3056,2011-02-23,4123
3055,2011-02-22,7371
3054,2011-02-21,8751
3053,2011-02-18,8077
3052,2011-02-17,6133
3051,2011-02-16,8555
3050,2011-02-15,7532
3049,2011-02-14,3718
3048,2011-02-11,8941
3047,2011-02-10,5777
3046,2011-02-09,2109
3045,2011-02-08,6841
3044,2011-02-07,7719
3043,2011-02-04,7098
3042,2011-02-03,2632
3041,2011-02-02,5138
3040,2011-02-01,3043
3039,2011-01-31,7816
3038,2011-01-28,1111
3037,2011-01-27,7389
3036,2011-01-26,7316
3035,2011-01-25,9238
3034,2011-01-24,2044
3033,2011-01-21,632
3032,2011-01-20,9941
3031,2011-01-19,3380
3030,2011-01-18,9165
3029,2011-01-17,5485
3028,2011-01-14,3132
3027,2011-01-13,5716
3026,2011-01-12,3414
3025,2011-01-11,9902
3024,2011-01-10,3874
3023,2011-01-07,8779
3022,2011-01-06,652
3021,2011-01-05,2361
3020,2011-01-04,999
3019,2010-12-30,8265
3018,2010-12-29,4575
3017,2010-12-28,3713
3016,2010-12-27,1402
3015,2010-12-24,8651
3014,2010-12-23,112
3013,2010-12-22,2743
3012,2010-12-21,6022
3011,2010-12-20,942
3010,2010-12-17,8416
3009,2010-12-16,5643
3008,2010-12-15,854
3007,2010-12-14,7323
3006,2010-12-13,1440
3005,2010-12-10,4376
3004,2010-12-09,6044
3003,2010-12-08,5223
3002,2010-12-07,8915
3001,2010-12-06,35
3000,2010-12-03,7931
2999,2010-12-02,1056
2998,2010-12-01,866
2997,2010-11-30,4144
2996,2010-11-29,9615
2995,2010-11-26,7975
2994,2010-11-25,9856
2993,2010-11-24,696
2992,2010-11-23,6635
2991,2010-11-22,7718
2990,2010-11-19,6119
2989,2010-11-18,7098
2988,2010-11-17,9125
2987,2010-11-16,6872
2986,2010-11-15,7222
2985,2010-11-12,4135
2984,2010-11-11,5120
2983,2010-11-10,4192
2982,2010-11-09,1248
2981,2010-11-08,2618
2980,2010-11-05,5402
2979,2010-11-04,1390
2978,2010-11-03,6856
2977,2010-11-02,300
2976,2010-11-01,4955
2975,2010-10-29,5361
2974,2010-10-28,9928
2973,2010-10-27,7770
2972,2010-10-26,6094
2971,2010-10-25,7343
2970,2010-10-22,7691
2969,2010-10-21,4211
2968,2010-10-20,3027
2967,2010-10-19,4782
2966,2010-10-18,3088
2965,2010-10-15,1986
2964,2010-10-14,847
2963,2010-10-13,8623
2962,2010-10-12,3597
2961,2010-10-11,5940
2960,2010-10-08,2948
2959,2010-10-07,4295
2958,2010-10-06,2278
2957,2010-10-05,2645
2956,2010-10-04,7486
2955,2010-10-01,1515
2954,2010-09-30,5641
2953,2010-09-29,1619
2952,2010-09-28,5200
2951,2010-09-27,2081
2950,2010-09-24,5075
2949,2010-09-23,3651
2948,2010-09-22,434
2947,2010-09-21,9409
2946,2010-09-20,8055
2945,2010-09-17,2120
2944,2010-09-16,8544
2943,2010-09-15,4195
2942,2010-09-14,56
2941,2010-09-13,8285
2940,2010-09-10,669
2939,2010-09-09,9533
2938,2010-09-08,2052
2937,2010-09-07,4369
2936,2010-09-06,6155
2935,2010-09-03,8461
2934,2010-09-02,3251
2933,2010-09-01,6703
2932,2010-08-31,7063
2931,2010-08-30,9851
2930,2010-08-27,9407
2929,2010-08-26,7233
2928,2010-08-25,4370
2927,2010-08-24,6578
2926,2010-08-23,540
2925,2010-08-20,2392
2924,2010-08-19,3537
2923,2010-08-18,7900
2922,2010-08-17,3995
2921,2010-08-16,4514
2920,2010-08-13,4177
2919,2010-08-12,5896
2918,2010-08-11,1590
2917,2010-08-10,6203
2916,2010-08-09,7936
2915,2010-08-06,5077
2914,2010-08-05,590
2913,2010-08-04,1316
2912,2010-08-03,3342
2911,2010-08-02,3192
2910,2010-07-30,9371
2909,2010-07-29,5482
2908,2010-07-28,5722
2907,2010-07-27,7879
2906,2010-07-26,9098
2905,2010-07-23,1458
2904,2010-07-22,5193
2903,2010-07-21,1577
2902,2010-07-20,863
2901,2010-07-19,1429
2900,2010-07-16,9841
2899,2010-07-15,247
2898,2010-07-14,3382
2897,2010-07-13,8907
2896,2010-07-12,2328
2895,2010-07-09,2731
2894,2010-07-08,8936
2893,2010-07-07,3886
2892,2010-07-06,2815
2891,2010-07-05,6989
2890,2010-07-02,1963
2889,2010-07-01,8421
2888,2010-06-30,3725
2887,2010-06-29,9367
2886,2010-06-28,8864
2885,2010-06-25,9305
2884,2010-06-24,9105
2883,2010-06-23,6700
2882,2010-06-22,3636
2881,2010-06-21,8982
2880,2010-06-18,2360
2879,2010-06-17,6219
2878,2010-06-16,9249
2877,2010-06-15,1105
2876,2010-06-14,8890
2875,2010-06-11,5532
2874,2010-06-10,4256
2873,2010-06-09,5468
2872,2010-06-08,2888
2871,2010-06-07,3502
2870,2010-06-04,8117
2869,2010-06-03,8944
2868,2010-06-02,4399
2867,2010-06-01,1270
2866,2010-05-31,3305
2865,2010-05-28,9478
2864,2010-05-27,6405
2863,2010-05-26,9800
2862,2010-05-25,5992
2861,2010-05-24,5234
2860,2010-05-21,5577
2859,2010-05-20,5123
2858,2010-05-19,6859
2857,2010-05-18,8490
2856,2010-05-17,2367
2855,2010-05-14,2831
2854,2010-05-13,6584
2853,2010-05-12,1630
2852,2010-05-11,4795
2851,2010-05-10,2808
2850,2010-05-07,4579
2849,2010-05-06,7367
2848,2010-05-05,6859
2847,2010-05-04,5522
2846,2010-05-03,5148
2845,2010-04-30,2254
2844,2010-04-29,4079
2843,2010-04-28,3450
2842,2010-04-27,46
2841,2010-04-26,5539
2840,2010-04-23,679
2839,2010-04-22,6889
2838,2010-04-21,4838
2837,2010-04-20,9170
2836,2010-04-19,2402
2835,2010-04-16,4551
2834,2010-04-15,2539
2833,2010-04-14,9941
2832,2010-04-13,6817
2831,2010-04-12,8657
2830,2010-04-09,1926
2829,2010-04-08,7900
2828,2010-04-07,7806
2827,2010-04-06,6232
2826,2010-04-05,144
2825,2010-04-02,9597
2824,2010-04-01,6911
2823,2010-03-31,2298
2822,2010-03-30,7453
2821,2010-03-29,2951
2820,2010-03-26,4705
2819,2010-03-25,3360
2818,2010-03-24,1723
2817,2010-03-23,1338
2816,2010-03-22,633
2815,2010-03-19,7944
2814,2010-03-18,612
2813,2010-03-17,2926
2812,2010-03-16,2732
2811,2010-03-15,6436
2810,2010-03-12,7250
2809,2010-03-11,3159
2808,2010-03-10,6538
2807,2010-03-09,5083
2806,2010-03-08,6221
2805,2010-03-05,4316
2804,2010-03-04,1836
2803,2010-03-03,5205
2802,2010-03-02,6142
2801,2010-03-01,2120
2800,2010-02-26,6338
2799,2010-02-25,3971
2798,2010-02-24,1573
2797,2010-02-23,9408
2796,2010-02-22,7899
2795,2010-02-19,5904
2794,2010-02-18,8683
2793,2010-02-17,8842
2792,2010-02-16,2764
2791,2010-02-15,2548
2790,2010-02-12,8699
2789,2010-02-11,4142
2788,2010-02-10,4583
2787,2010-02-09,9874
2786,2010-02-08,8441
2785,2010-02-05,4410
2784,2010-02-04,492
2783,2010-02-03,9759
2782,2010-02-02,9005
2781,2010-02-01,3086
2780,2010-01-29,7335
2779,2010-01-28,9954
2778,2010-01-27,639
2777,2010-01-26,2360
2776,2010-01-25,5686
2775,2010-01-22,8303
2774,2010-01-21,3679
2773,2010-01-20,6856
2772,2010-01-19,451
2771,2010-01-18,3647
2770,2010-01-15,5734
2769,2010-01-14,8115
2768,2010-01-13,3403
2767,2010-01-12,3172
2766,2010-01-11,1616
2765,2010-01-08,4793
2764,2010-01-07,9312
2763,2010-01-06,8855
2762,2010-01-05,1453
2761,2010-01-04,7956
2760,2009-12-30,5004
2759,2009-12-29,306
2758,2009-12-28,1262
2757,2009-12-25,965
2756,2009-12-24,6913
2755,2009-12-23,8366
2754,2009-12-22,5833
2753,2009-12-21,233
2752,2009-12-18,1883
2751,2009-12-17,7001
2750,2009-12-16,3791
2749,2009-12-15,1276
2748,2009-12-14,4297
2747,2009-12-11,4407
2746,2009-12-10,9532
2745,2009-12-09,439
2744,2009-12-08,3232
2743,2009-12-07,4108
2742,2009-12-04,53
2741,2009-12-03,3148
2740,2009-12-02,4851
2739,2009-12-01,4225
2738,2009-11-30,9413
2737,2009-11-27,8732
2736,2009-11-26,3111
2735,2009-11-25,3690
2734,2009-11-24,9098
2733,2009-11-23,9424
2732,2009-11-20,2319
2731,2009-11-19,7982
2730,2009-11-18,3508
2729,2009-11-17,9093
2728,2009-11-16,1264
2727,2009-11-13,2784
2726,2009-11-12,4520
2725,2009-11-11,832
2724,2009-11-10,783
2723,2009-11-09,178
2722,2009-11-06,134
2721,2009-11-05,8435
